name	Latitude	Longitude
Gaurav Sharma	30.3397809	76.3868797
Bastian Goldluecke	49.3987524	8.6724335
Jose C. Rubio	41.4900419	2.1396748
Yung-Yu Chuang	25.041471	121.518577
Antonio Agudo	41.6488226	-0.8890853
G. D. Floros	35.3387352	25.1442126
Minh Hoai	40.4432289	-79.9441368
Ramazan Gokberk Cinbis	45.188529	5.724524
Xufeng Han	40.9098883	-73.1146681
Kota Yamaguchi	40.9098883	-73.1146681
Lei Jiang	-32.8969499	151.6964584
Christine Chen	47.3765359	8.5480928
Ethan Rublee	37.4529598	-122.1817252
Vincent Rabaud	37.4529598	-122.1817252
K Konolige	37.413349	-122.1708056
Zheng Song	1.2936452	103.7749621
Xian-Sheng Hua	47.6402817	-122.130493
Yangyan Li	22.543096	114.057865
Andrey Sharf	32.1036332	34.8046043
Niloy J. Mitra	51.5448259	-0.1351856
Margarita Chli	51.5000422	-0.1725207
Litian Tao	39.9828502	116.3410178
Ming-Tao Pei	39.904211	116.407395
Benjamin Yao	34.0729489	-118.4431764
Ying Zheng	39.9946321	116.304625
Dominik Alexander Klein	50.7589425	7.0730966
Do Hang Nga	35.7090259	139.7319925
Michael J. Jones	42.3736158	-71.1097335
Daniel Zoran	31.768319	35.21371
Tali Basha	32.1036332	34.8046043
Mikhail Sizintsev	43.773116	-79.501118
Wenze Hu	39.9570948	116.3114519
Oleg Naroditsky	40.3572976	-74.6672226
Sunghyun Cho	48.7129143	2.3629838
Jue Wang	39.9993865	-83.0227103
Xiangchu Feng	34.2275457	108.9181783
Grace Tsai	40.8932469	-74.0116536
Aamer Zaheer	31.5546061	74.3571581
Mohammad Haris Baig	31.5546061	74.3571581
Shabbir Marzban	31.5546061	74.3571581
M. D. Hirsch	33.7910934	-84.322313
Rajitha Navarathna	-27.4777518	153.0295107
S. Sridharan	30.2850284	-97.7335226
Georgios Tzimiropoulos	51.4979549	-0.1771166
F. Xavier Roca	41.5037176	2.0864011
Faraz M. Mirzaei	46.729553	-94.6858998
Xianwang Wang	37.4418834	-122.1430195
B. Leibe	50.7788556	6.0599114
Hai Ting Lin	1.2936452	103.7749621
A. J. Davison	51.5073509	-0.1277583
Kui Jia	22.543096	114.057865
David Tsai	37.3860517	-122.0838511
Yi Liu	37.87059	112.548879
Krishnan Ramnath	38.9302229	-77.3439283
Parthipan Siva	43.473289	-80.541671
Ekaterina Taralova	40.4432289	-79.9441368
Qiang Qiu	38.9896967	-76.93776
Edward Johns	51.5073509	-0.1277583
Guang-Zhong Yang	51.5073509	-0.1277583
Shenghuo Zhu	37.3229978	-122.0321823
Ross B. Girshick	41.7880459	-87.6039031
Christoph Vogel	47.3768866	8.541694
Tom S. Haines	53.9458093	-1.0468076
Mohammad Rastegari	43.7019583	-72.2889045
Jingdong Wang	18.8844118	82.5661638
Nenghai Yu	31.8382982	117.2609521
Mikel Rodriguez	42.807017	0.340095
Yusuf Aytar	51.7520209	-1.2577263
H. Kuehne	49.0068901	8.4036527
T. Serre	41.8261344	-71.4034045
John See	3.0738379	101.5183469
Qinghua Hu	39.1091406	117.1727505
Huchuan Lu	38.8769137	121.5319155
Fan Yang	39.9990443	116.3246671
Woonhyun Nam	36.0190178	129.3434808
Tatiana Tommasi	46.1049798	7.0755334
Y-Lan Boureau	48.6654471	6.1570239
Yuhang Zhang	-10.890853	142.389278
Richard Hartley	-10.890853	142.389278
John Sebastian Mashford	-37.95	145.05
Stewart Burn	-37.8136276	144.9630576
Jaechul Kim	30.2850284	-97.7335226
Wojciech Chojnacki	-34.8178472	138.613832
Josip Krapac	35.3491301	-88.5661953
Gemma Roig	47.3765359	8.5480928
Michael Gelbart	42.3800977	-71.1166286
Daniel Huang	42.3800977	-71.1166286
Narendra Ahuja	43.1225229	-77.6665722
Xiaoou Tang	22.4155671	114.2071897
Koen E.A. van de Sande	52.3561962	4.9470315
Gregory Shakhnarovich	42.3591	-71.0934
Alexander Fix	33.6493781	-117.8357356
Aritanan Gruber	33.8095174	-118.3041182
E. Boros	40.5028168	-74.4490235
Shota Kiyota	31.5965535	130.5571158
Andy J. H. Ma	22.3346416	114.1826466
Jerome Berclaz	46.5196535	6.6322734
Junbiao Pang	39.8779035	116.4805185
Simon Hadfield	51.2423009	-0.5904827
Borislav Antic	45.2671352	19.8335496
Aristeidis Sotiras	48.697161	2.189617
Maria Klodt	50.73743	7.0982068
Thorsten Beier	49.3995115	8.6762657
Hongbin Zha	39.9866757	116.3114981
Shida Beigpour	41.5037176	2.0864011
Kiran Varanasi	17.445011	78.3528185
Erkang Cheng	39.980825	-75.1495788
Nikhil Naikal	37.8805941	-122.2447958
S. Shankar Sastry	37.8805941	-122.2447958
Chuan Sun	30.200031	115.038835
Omkar M. Parkhi	17.4358411	78.3467857
Oliver Woodford	51.7641155	-1.2632365
Chunyuan Li	45.4938256	-73.575582
Aurélien Lucchi	46.5189865	6.5676007
Yunpeng Li	46.5189865	6.5676007
Xiaolei Huang	40.507631	-75.7820031
Shahriar Shariat	40.554887	-74.4642861
Armand Joulin	48.6654471	6.1570239
George Papandreou	33.9519347	-83.357567
Yao Lu	46.5189865	6.5676007
Hong Lu	37.3541079	-121.9552356
Megha Pandey	35.9681485	-78.9399682
Tat-Seng Chua	45.7399332	7.4674717
Jingdong Wang	18.8844118	82.5661638
Gang Zeng	22.333333	114.262867
Rui Gan	22.2917485	114.2715461
Gordon Wetzstein	50.9794934	11.3235439
David Roodnick	33.9770102	-81.0520391
Zhihu Chen	22.2840507	114.1378391
Miaomiao Liu	22.2840507	114.1378391
P. Perona	47.3768866	8.541694
Dian Gong	34.0220127	-118.2892046
Shai Bagon	31.892773	34.811272
Ryan Farrell	38.9916926	-76.9414781
Om Oza	38.9916926	-76.9414781
Mitsuru Ambai	35.7090259	139.7319925
Yuichi Yoshida	35.7090259	139.7319925
Darko Zikic	48.1351253	11.5819806
Peter Ochs	47.9990077	7.8421043
Yuhui Quan	23.0451623	113.4086581
Haifeng Gong	39.910886	116.3357368
Jack Sim	41.2033216	-77.1945247
Maxim Likhachev	40.4432289	-79.9441368
Alexander Weiss	41.8261344	-71.4034045
David A. Hirshberg	48.5216364	9.0576448
Jinwei Gu	43.0800758	-77.6737734
Toshihiro Kobayashi	35.7672756	139.5516396
Y. Zhu	-32.8969499	151.6964584
Andy Lai Lin	33.6518297	-117.8389422
Fabio Galasso	52.2016671	0.1177882
V. Couture	46.8624181	-113.9836203
Nicolas Martin	45.5031602	-73.616467
Mohammad Rouhani	41.5037176	2.0864011
Konstantions Rapantzikos	37.9833518	23.7156466
Thomas Windheuser	48.1495771	11.5671215
Ryutarou Ohbuchi	35.6641575	138.5684486
Antonio FernáNdez-Caballero	38.779652	-2.1646722
Sanguthevar Rajasekaran	42.3800977	-71.1166286
Saket Bharambe	17.4447918	78.3483098
Harshit Dubey	17.4447918	78.3483098
Anirban Mukhopadhyay	33.9566656	-83.375192
Sanghamitra Bandhopadyay	22.572646	88.363895
Rui Leite	41.1579438	-8.6291053
Thais Mayumi Oshiro	-23.5505199	-46.6333094
Pedro Santoro Perez	-23.5505199	-46.6333094
José A. Baranauskas	-23.5505199	-46.6333094
Charlie Isaksson	32.8419491	-96.7756596
Sahar Changuel	48.8530933	2.2487626
Jianfeng Si	22.2840507	114.1378391
Qing Li	22.3374868	114.1720025
Tieyun Qian	30.5390663	114.3547099
Mariusz Borawski	53.4285438	14.5528116
Anselmo Cardoso de Paiva	-2.5391099	-44.2829046
Péterson Moraes de Sousa Carvalho	-2.5391099	-44.2829046
Davide Maiorca	39.2238411	9.1216613
Luís Moreira-Matias	41.1579438	-8.6291053
Luepol Pipanmaekaporn	-27.4778636	153.0272026
Lucrezia Macchia	41.1105697	16.8829892
Iwan Syarif	-7.2574719	112.7520883
E. J. Zaluska	50.9340275	-1.3962068
Gary Wills	50.9097004	-1.4043509
Lavneet Singh	-35.2423211	149.0832066
Albert Clapés	41.5037176	2.0864011
Miguel Reyes	41.5037176	2.0864011
Dima Alhadidi	45.4938256	-73.575582
M. Debbabi	45.4938256	-73.575582
Theodore D. Satterthwaite	41.2033216	-77.1945247
Raquel E. Gur	41.2033216	-77.1945247
Abhinav Dhall	28.5355161	77.3910265
Alon Zweig	31.779193	35.196198
Hynek Hermansky	37.8715926	-122.272747
Frank Ohl	52.101965	11.611701
Joern Anemueller	54.2957397	10.8919582
Jorg-Henrik Bach	54.2957397	10.8919582
Fabian Nater	47.3765359	8.5480928
M. Pavel	40.7644978	-73.6917844
Marco Andreetto	45.410225	11.893188
Roger H. L. Chiang	1.352083	103.819836
Paulo Barcellos Goes	43.1363323	-77.6165325
Edward A. Stohr	40.7644978	-73.6917844
Nicolas Thome	45.7216588	4.9168775
Thomas Palfray	49.443232	1.099971
David Hebert	49.443232	1.099971
Pierrick Tranouez	49.380305	1.108209
Andrew D. Ker	51.7641155	-1.2632365
G. Fumera	39.2238411	9.1216613
Elisa Cilia	46.0658551	11.1525516
Laiwan Chan	22.417442	114.203926
Omar Addam	51.076359	-114.12871
Jamal Jida	34.4345975	35.836167
Ayman Murshed	31.9453633	35.9283895
Amit Salunke	43.0800758	-77.6737734
Manjeet Rege	43.0800758	-77.6737734
Wilker Altidor	30.3135522	-81.6004765
Amri Napolitano	26.3775375	-80.1044703
Sinchan Bhattacharya	28.7195274	77.0661602
Luyi Chen	31.19884	121.432567
Xianbiao Qi	39.904211	116.407395
Cong Rao	30.5121059	114.4049036
Qin Lu	30.5121059	114.4049036
Lijun Guo	29.868336	121.54399
Guodong Liu	29.4871097	106.571754
Zhijun Fang	28.682892	115.858198
Tao Yang	40.8018152	-77.8481049
Xiaoqiang Zhang	36.061089	103.834304
Lingyan Ran	34.341575	108.93977
Rui Yu	1.2936452	103.7749621
Hassan Khosravi	49.2827291	-123.1207375
Jianfeng Hu	37.413349	-122.1708056
Terence Hung	1.352083	103.819836
Werner Dubitzky	55.1511857	-6.6748021
Tobias Kötter	47.6779496	9.1732384
Teemu Hynönen	60.1698557	24.938379
Sébastien Mahler	60.1698557	24.938379
Hannu Toivonen	60.1698557	24.938379
A. Kimmig	50.8626072	4.6958889
Hannu Toivonen	60.1698557	24.938379
Anton Dries	41.3881254	2.1820656
Hannu Toivonen	60.1698557	24.938379
Aleksi Hartikainen	60.1698557	24.938379
Atte Hinkka	60.1698557	24.938379
Tobias Kötter	47.6779496	9.1732384
Michael R. Berthold	47.6779496	9.1732384
Uwe Nagel	38.0405837	-84.5037164
Kilian Thiel	47.6779496	9.1732384
Tobias Kötter	47.6779496	9.1732384
Dawid Piątek	47.6779496	9.1732384
Tatiana Gossen	52.1359099	11.6405765
Markus Nitsche	47.6779496	9.1732384
Tatiana Gossen	52.1359099	11.6405765
Ingrid Petrič	45.9549755	13.6493044
Bojan Cestnik	46.0569465	14.5057515
Nada Lavrač	45.9549755	13.6493044
Tanja Urbančič	46.0569465	14.5057515
Bojan Cestnik	46.0569465	14.5057515
Tanja Urbančič	46.0569465	14.5057515
Lauri Eronen	60.1698557	24.938379
Helena Motaln	46.0569465	14.5057515
Marko Petek	46.0569465	14.5057515
Kristina Gruden	46.0569465	14.5057515
Hannu Toivonen	60.1698557	24.938379
Kimmo Kulovesi	60.1698557	24.938379
Laura Langohr	60.1698557	24.938379
Kristina Gruden	46.0569465	14.5057515
Tjaša Stare	46.0569465	14.5057515
Marko Petek	46.0569465	14.5057515
Janez Kranjc	46.0569465	14.5057515
Igor Mozetič	46.0569465	14.5057515
Paul Thompson	50.3752006	-4.1383638
Trevor Martin	51.454513	-2.58791
Sebastian Stober	52.1205333	11.6276237
Yonggang Yan	30.572816	104.066801
Wei-Shiang Wen	22.6350591	120.3355193
Cheng-Hsun Weng	22.6350591	120.3355193
Zhi Dong	31.8213901	117.2793226
Barbro Back	60.4518126	22.2666303
Pedro Santos	49.8728253	8.6511929
Luisa F. Villa	41.5204654	-4.7216213
Aníbal Reñones	41.5204654	-4.7216213
Pedro Gabriel Ferreira	41.3850639	2.1734035
Joel Ribeiro	41.5454486	-8.426507
Laura Welcker	51.9606649	7.6261347
Frank Dellmann	51.9606649	7.6261347
Xiaochun Wang	25.75	-80.26
Jürgen Dippon	48.7758459	9.1829321
Alexey Neznanov	55.755826	37.6173
Stijn Viaene	50.8798438	4.7005176
Guido Dedene	52.3702157	4.8951679
Angela Constantinescu	49.0068901	8.4036527
Min Zhu	-27.533333	153.266667
Huiyi Liu	32.060255	118.796877
Feng Zhu	30.2919691	120.1638917
Zenghui Jin	41.805699	123.431472
Renbo Xia	41.805699	123.431472
Jin-Hang Du	31.230416	121.473701
Haofen Wang	31.19884	121.432567
Yuan Ni	45.7399332	7.4674717
Tian Yu	1.2936452	103.7749621
Esa Rahtu	65.0120888	25.4650773
Janne Heikkilä	65.0120888	25.4650773
Ville Ojansivu	65.0120888	25.4650773
Zahra Farzanyar	35.6891975	51.3889736
Mohammadreza Kangavari	35.6891975	51.3889736
Ya-Han Hu	43.1225229	-77.6665722
Fan Wu	32.428926	-85.7039653
Chia-Lun Lo	43.1225229	-77.6665722
Chun-Tien Tai	43.1225229	-77.6665722
Naif Alajlan	43.473289	-80.541671
Yakoub Bazi	46.0747793	11.1217486
Farid Melgani	46.0747793	11.1217486
Ronald R. Yager	38.9071923	-77.0368707
Nicolas Widynski	48.856614	2.3522219
Clarissa Lin Yasuda	-22.9099384	-47.0626332
Michele Nappi	40.7731935	14.7965608
Harry Wechsler	44.9753541	-93.2330739
Riccardo Mazzon	51.5217236	-0.0468786
Andrea Cavallaro	51.5217236	-0.0468786
Riccardo Satta	39.2281642	9.1111208
Simona Crihalmeanu	39.6487795	-79.9829056
Tak-Shing Chan	53.3729899	-1.491166
A. Kumar	41.2709274	-73.7776336
G. Doretto	39.6538463	-79.962985
Xiuxiu Wang	34.2275457	108.9181783
Yue Han	42.0986867	-75.9179738
Yogendra Narain Singh	26.8466937	80.946166
Sanjay Kumar Singh	25.2685304	82.9904737
Xavier Amatriain	33.6858022	-117.8082831
Juraj Macko	49.593778	17.2508787
Xenia Naidenova	59.957373	30.350561
Marjorie A. Skubic	38.6598662	-90.3123536
Rainer Dane Guevara	38.8329528	-92.3480787
Marilyn Rantz	38.6598662	-90.3123536
Sotiris Kotsiantis	38.2466395	21.734574
Vincenzo Lagani	35.3387352	25.1442126
Sofia Triantafillou	35.3387352	25.1442126
Giorgos Dimitrakopoulos	38.2466395	21.734574
Alexandros Papangelis	38.8799697	-77.1067698
Yasser Jafer	45.4248599	-75.6828
David Schramm	51.253775	-85.3232139
Stan Matwin	45.4248599	-75.6828
Joseph M. Hellerstein	37.8805941	-122.2447958
Christoper Ré	43.7844397	-88.7878678
Florian Schoppmann	51.731785	8.7347008
Daisy Zhe Wang	27.6648274	-81.5157535
Eugene Fratkin	33.6518297	-117.8389422
Kee Siong Ng	14.3501587	120.927612
Caleb Welton	14.3501587	120.927612
Kun Li	27.6648274	-81.5157535
Avrilia Floratou	43.0765915	-89.4052247
Nikhil Teletia	43.0765915	-89.4052247
David J. DeWitt	43.0765915	-89.4052247
Tilmann Rabl	48.5667364	13.4319466
Sergio Gómez-Villamor	41.387445	2.1107846
George Lee	42.3591	-71.0934
Sara Alspaugh	37.8805941	-122.2447958
AnHai Doan	43.0765915	-89.4052247
Lars Kolb	51.3396955	12.3730747
Keke Chen	39.758818	-84.1439147
Volker Markl	52.5121328	13.3270033
Erietta Liarou	52.356522	4.9521154
Stefan Manegold	52.356522	4.9521154
Yasin N. Silva	33.4205343	-111.9339825
Anastasia Ailamaki	46.5196535	6.6322734
Katrin Braunschweig	51.0294529	13.7390843
Kyuseok Shim	37.48121	126.952712
Lise Getoor	38.9920364	-76.9367935
Alexandros Labrinidis	40.4489024	-79.944741
S. J. Dickinson	43.666663	-79.4023299
Marina V. Sokolova	51.7091957	36.1562241
Claudia Cruz-Perez	19.0538836	-98.282843
Fernando Uceda-Ponga	23.634501	-102.552784
Leobardo Reyes-Cabrera	19.0538836	-98.282843
Jesus S. Aguilar Ruiz	37.357733	-5.9397739
Adrián Pastor López-Monroy	19.0412967	-98.2061996
Manuel Montes-y-Gómez	19.0412967	-98.2061996
Luis Villaseñor-Pineda	19.0412967	-98.2061996
Jesús Ariel Carrasco-Ochoa	19.0412967	-98.2061996
Abdelghani Bellaachia	38.8991756	-77.0470916
Anasse Bari	38.9071923	-77.0368707
Haiguang Li	44.476765	-73.201539
K. Chuang	42.2780183	-83.7370191
Anastasia Moumtzidou	40.6400629	22.9444191
Stefanos Vrochidis	40.6400629	22.9444191
Sara Tonelli	46.0658551	11.1525516
Emanuele Pianta	34.0442218	-118.2929058
Qinglei Zhou	34.746611	113.625328
Elisabeth Rakus-Andersson	56.161224	15.5869
Karol Kreński	52.2296756	21.0122287
Stanisław Łazowy	52.2296756	21.0122287
Jinyuan Zhang	30.6753907	104.1015393
Feifei Huang	39.9946321	116.304625
Bartłomiej Józef Dzieńkowski	51.1078852	17.0385376
Urszula Markowska-Kaczmar	51.1078852	17.0385376
A. A. A. Esmin	-21.2257911	-44.9780085
José Roberto M. Garcia	-23.223701	-45.9009074
A. M. V. Monteiro	-23.223701	-45.9009074
Rafael Santos	-15.554997	-56.0674684
Douglas Cardoso	-22.8626877	-43.2258954
M. de Gregorio	40.8459469	14.0932861
P. M.V. Lima	-22.8626877	-43.2258954
Dang Bach Bui	14.058324	108.277199
Tsang I. Ren	-8.8137173	-36.954107
Zhi-Gang Su	32.0561898	118.7913915
Yi Guo Li	32.0561898	118.7913915
Yu-Fei Zhang	32.0561898	118.7913915
En-Jun Hu	32.0561898	118.7913915
Colin G. Johnson	51.294463	1.066229
César A. Astudillo	-34.9779853	-71.2528803
Pablo Hernandez-Leal	19.0412967	-98.2061996
Yingchao Xiao	40.00069	116.3288579
Junwu Zhou	39.8343424	116.3081195
A. Thomas	45.8535097	1.3047338
Zhang Liang	30.2639373	120.122803
Li Zhou	33.971632	-117.320556
Yukinori Kurita	35.6641575	138.5684486
Hien Van Nguyen	38.9920364	-76.9367935
Ryutarou Ohbuchi	35.6641575	138.5684486
Yuya Ohishi	35.6641575	138.5684486
Martin Reuter	32.8549263	-96.7927003
Ivan Sipiran	-33.4378305	-70.6504492
Dirk Vandermeulen	50.8759566	4.7004882
Ognjen Arandjelović	52.198361	0.1206733
Aryaz Baradarani	42.305447	-83.067681
Majid Ahmadi	42.3168908	-83.0382508
Carmen Serrano	37.403782	-6.0070569
Irene FondóN GarcíA	37.403782	-6.0070569
M. Usman Akram	33.598394	73.0441352
Adrien Delaye	48.117266	-1.6777926
Souvik Bhowmick	1.2950362	103.7739318
C. L. Tan	1.2936452	103.7749621
Heng Tao Shen	-27.6061106	151.9287869
Jiebo Luo	43.2122851	-77.4299939
Javier Muguerza	43.2973313	-2.0126276
JesúS M. PéRez	43.2973313	-2.0126276
IñIgo Perona	43.2973313	-2.0126276
Xian-Jin Zhang	38.917109	121.5621611
Marco Zaffalon	46.0036778	8.951052
Giorgio Corani	45.4786698	9.2324209
Denis Mauá	46.0342979	8.9194112
Rong Xu	37.413349	-122.1708056
Quanqiu Wang	37.4418834	-122.1430195
Monica Sapo	34.0729489	-118.4431764
Val Nenov	34.0729489	-118.4431764
Tod Barry	34.0522342	-118.2436849
Duc H. Do	34.0729489	-118.4431764
Noel Boyle	34.0729489	-118.4431764
Neil Martin	34.0729489	-118.4431764
Yu-Shen Liu	39.9990443	116.3246671
Dolores Romero-Morales	51.7641155	-1.2632365
Ami Patel	42.3736158	-71.1097335
Dorothy Curtis	42.3736158	-71.1097335
Seth Teller	42.3736158	-71.1097335
Jonathan Ledlie	42.3800977	-71.1166286
Eugen Berlin	49.860229	8.6800033
Kristof Van Laerhoven	49.8728253	8.6511929
Hong Cao	32.060255	118.796877
Clifton Phua	1.352083	103.819836
S. Krishnaswamy	19.0176169	72.8561288
Thomas Plötz	54.9891973	-1.8036815
Nils Y. Hammerla	54.9891973	-1.8036815
Agata Rozga	33.7784626	-84.3988806
Andrea Reavis	33.7489954	-84.3879824
Nathan Call	33.7910934	-84.322313
Gregory D. Abowd	51.7641155	-1.2632365
Dana Gravem	33.664081	-117.853022
Dan Cooper	33.664081	-117.853022
Xuan Bao	39.9533707	116.3427935
Paramvir Bahl	42.8864468	-78.8783689
David Chu	40.4489024	-79.944741
Alec Wolman	47.6698745	-122.3102213
Kevin Bouchard	48.3516735	-71.1385136
Martha Montes-de-Oca	19.3188895	-99.1843676
Thomas J. Bao	41.92479	-91.6514459
Yin Li	23.1146119	113.2577936
Yi Han	30.6096691	114.3580524
Agata Rozga	33.7784626	-84.3988806
James M. Rehg	40.4432289	-79.9441368
Gary M. Weiss	40.0583238	-74.4056612
Jeffrey W. Lockhart	40.8589734	-73.8862766
Shehroz S. Khan	43.4642578	-80.5204096
Michelle Karg	48.1495771	11.5671215
Dana Kulić	49.2631367	-123.2494188
A. Fox	39.503677	-77.926132
John R. Gilbert	34.4152272	-119.8482359
Shoaib Kamil	37.8805941	-122.2447958
Adam Lugowski	34.4152272	-119.8482359
L. Oliker	37.8715926	-122.272747
Evis Trandafili	41.3275459	19.8186982
Alban Allkoçi	41.3275459	19.8186982
Elinda Kajo	41.3275459	19.8186982
Aleksander Xhuvani	41.3275459	19.8186982
Tom Arbuckle	52.67923	-8.5663
Damien Hogan	52.67923	-8.5663
Conor Ryan	52.67923	-8.5663
Palden Lama	38.892083	-104.7972
Dennis Ippoliti	38.9043608	-104.7637619
Benjamin Poppinga	53.1434501	8.2145521
Henriette Cramer	59.3293235	18.0685808
Matthias Böhmer	49.2401572	6.9969327
Alistair Morrison	55.87151	-4.288761
Carlos A. Catania	-32.8894587	-68.8458386
Carlos GarcíA Garino	-32.8894587	-68.8458386
Ivana Horová	49.2027699	16.5989538
Jan Koláček	49.1950602	16.6068371
Kamila Vopatová	49.1950602	16.6068371
Georg Krempl	52.1205333	11.6276237
Larissa A. Matos	-22.9099384	-47.0626332
M. Aquaro	51.560596	5.0919143
Ardo van den Hout	52.1750573	0.1361215
Graciela Muniz-Terrera	51.5073509	-0.1277583
Fiona E. Matthews	52.205337	0.121817
Claudia Redenbach	49.4179146	7.8011308
Aila SäRkkä	57.70887	11.97456
M. FáTima Brilhante	37.7412488	-25.6755944
M. Ivette Gomes	38.7222524	-9.1393366
Dinis Pestana	38.7222524	-9.1393366
Mehreteab Aregay	50.8798438	4.7005176
Ziv Shkedy	50.91083	5.41336
Joaquín Pacheco	42.3439925	-3.696906
Silvia Casado	42.3439925	-3.696906
Jianmin Wu	39.9570948	116.3114519
Peter M. Bentler	34.0729489	-118.4431764
Chew-Seng Chee	5.4339905	103.0645021
Saptarshi Mondal	22.5286605	88.3567636
Tanuka Chattopadhyay	22.5785066	88.3727174
M. Teimouri	35.7245928	51.387785
S. Nadarajah	50.3743224	-4.1379417
R. Keith Freeland	43.473289	-80.541671
Adrian Daniel Popescu	43.653226	-79.3831843
Miguel Branco	47.2692124	11.4041024
Sima Soltani	44.2267439	-76.4968983
W. Powley	44.2311717	-76.4859544
Serge Mankovskii	49.1320062	-122.8704221
Ibrahim Radwan	-35.2423211	149.0832066
Jyoti Joshi	-35.2423211	149.0832066
Georges Quenot	45.188529	5.724524
Weikuan Yu	39.9993865	-83.0227103
Radhakrishna Achanta	46.5196535	6.6322734
Appu Shaji	19.0176169	72.8561288
Boon Thau Loo	38.6736751	-90.3149303
Yan Solihin	1.352083	103.819836
Berni Schiefer	43.7199126	-79.3433873
Thomas O. Bodner	52.5129701	13.3200504
Jongmyon Kim	33.7784626	-84.3988806
S. C. Bilir	41.1622917	29.0474203
Yanjuan Li	45.803775	126.534967
Francisco Guil	36.8421601	-2.453748
Tingyu Liu	31.2750708	121.4594102
Zhonghua Ni	31.2750708	121.4594102
Blas Herrera	41.5911589	1.5208624
Xinyu Que	32.6033726	-85.4861115
Cong Xu	39.9826114	116.3498961
Meikel Poess	37.5364134	-122.2455364
Christof Lutteroth	49.4761921	10.9712426
Roy Sirui Yang	-36.8490661	174.7699782
Alfonso Gastélum Strozzi	-36.8490661	174.7699782
Anthony Lau	-36.8490661	174.7699782
Yuk Hin Chan	-36.8490661	174.7699782
Patrice Delmas	-36.8490661	174.7699782
Jichuan Chang	43.0765915	-89.4052247
Laura Ramirez	37.4418834	-122.1430195
Parthasarathy Ranganathan	29.7811017	-95.7403296
Enrique Lazcorreta	38.2749004	-0.6842187
Federico Botella	38.2749004	-0.6842187
Philippe Esling	48.856614	2.3522219
Carlos Agon	48.8534275	2.3582788
Giota Stratou	34.0205798	-118.2813455
Daryl Weir	55.87151	-4.288761
Roderick Murray-Smith	55.87151	-4.288761
Markus Löchtefeld	49.2401572	6.9969327
Adam Fourney	45.4248599	-75.6828
Michael Terry	51.5073509	-0.1277583
Arpit Srivastava	23.2206486	77.4101665
Abhinav Asati	23.2206486	77.4101665
Yash Sharma	26.2748475	78.0880129
Yanxin Lu	31.230416	121.473701
Hua Xu	39.3209801	-111.0937311
Neeraja B. Peterson	36.1426398	-86.8001068
Min Jiang	30.2495722	120.0696461
Mei Liu	36.1431087	-86.8025311
Yuanyuan Shen	42.3355139	-71.1022982
Zhe Liu	35.7850545	-78.6819449
Sunwon Lee	37.590401	127.035859
Wen Zhang	-10.890853	142.389278
Juan Liu	37.4418834	-122.1430195
Qingjiao Li	30.5278018	114.4000179
Ranjitha Kumar	37.424106	-122.1660756
Ruben Sipoš	46.0569465	14.5057515
Liviu Petrisor Dinu	45.6495264	13.7768182
Vlad Niculae	44.4267674	26.1025384
Octavia-Maria Şulea	44.4267674	26.1025384
Margaret Mitchell	45.4971151	-122.6888051
Jesse Dodge	39.0457549	-76.6412712
Alyssa Mensch	36.3665027	140.4709965
M. Crisani	44.4056499	8.946256
B. Falcidieno	44.4056499	8.946256
Jose Barranquero	43.5251666	-5.6379087
Meeta Kumar	18.5204303	73.8567437
Jayshree Ghorpade	18.5204303	73.8567437
V. Y. Kulkarni	18.5204303	73.8567437
Rajni Bedi	18.5204303	73.8567437
Kristof Schütt	52.5121328	13.3270033
Alexander Bikadorov	52.5121328	13.3270033
Guido Schwenk	52.5200066	13.404954
Jung-Wei Chou	25.041471	121.518577
Rebecca Mason	41.8195	-71.4091728
Eugene Charniak	41.8195	-71.4091728
Kevin Gimpel	40.4432289	-79.9441368
Vinodkumar Prabhakaran	34.0007104	-81.0348144
Owen Rambow	42.4439614	-76.5018807
Mona Talat Diab	38.9916926	-76.9414781
Eric Fosler-Lussier	40.0583238	-74.4056612
Xufeng Han	40.9098883	-73.1146681
Margaret Mitchell	45.4971151	-122.6888051
Kota Yamaguchi	40.9098883	-73.1146681
Shumo Chu	1.352083	103.819836
James Cheng	22.417442	114.203926
Qian Sun	40.5169355	-74.4406724
Raoni Ferreira	-23.5634327	-46.7159511
Karla Okada	-3.1190275	-60.0217314
Klessius Berlt	-3.1190275	-60.0217314
David Fernandes	-18.916396	-48.2580759
Yuri A. Lacerda	-7.217167	-35.909003
Robson Gonçalves Fechine Feitosa	-7.2299572	-39.4122984
Guilherme Esmeraldo	-15.7909048	-47.850414
Claudio de Souza Baptista	-7.217167	-35.909003
Sonal Kothari	33.7759943	-84.397137
Adeboye O. Osunkoya	33.7489954	-84.3879824
Steven Hill	38.9920364	-76.9367935
Bismita Srichandan	32.5297685	-83.90536
Sabeur Aridhi	36.5072263	8.7756556
D. Abbott	55.865597	-4.257824
Cong Wang	43.0765915	-89.4052247
Michael W. Bigrigg	40.4379259	-79.9556424
Boubacar Diallo	49.2488091	-122.9805104
Imran Goker	41.0082376	28.9783589
Onur Osman	41.017222	28.971111
Serhat Ozekes	41.017222	28.971111
Mehmet Baris Baslo	41.0082376	28.9783589
Mustafa Ertas	41.0082376	28.9783589
Yekta Ülgen	41.0082376	28.9783589
Indrajit Mandal	10.7296084	79.0212357
